health_status,transportation_mode,extracurricular_activities,class_time,subject_difficulty,previous_attendance,study_hours,sleep_hours,previous_grades,distance,previous_absence_count,attendance_status
Fair,Bicycle,No,Afternoon,Easy,0.188458728496017,0.35703650214724914,0.40477291226214784,0.4967966891992715,0.8968113703006994,0.07431468856787003,Absent
Poor,Walking,No,Morning,Easy,0.6480399584370606,0.36185105851759075,0.32157901439855596,0.8940917856203859,0.180786293464882,0.25185805221829904,Present
Poor,Bicycle,Yes,Afternoon,Medium,0.21550807152666002,0.5010839735020314,0.33833189476559195,0.3354235786575756,0.3893983445190186,0.37648973487420284,Absent
Good,Bus,Yes,Morning,Easy,0.11533129095086213,0.3412143695092,0.3189990986170163,0.4571326767343603,0.6431972438778201,0.11005929802684358,Absent
Good,Walking,Yes,Morning,Easy,0.11222724118048971,0.331432508240987,0.3035500792898437,0.5841560903068046,0.06950981398375504,0.18291107450390284,Present
Poor,Bicycle,Yes,Morning,Easy,0.839938338369834,0.5431152117761742,0.2780389918004617,0.9577361188483587,0.5731943824469025,0.4194428545565087,Present
Good,Car,Yes,Morning,Hard,0.6842442031674931,0.33691535970528114,0.388555098583478,0.9676371582562497,0.7467786280919926,0.5272474672706268,Present
Good,Walking,Yes,Morning,Easy,0.4193784046344075,0.31160011432535595,0.3058170681281216,0.8601499679429898,0.5791709166150069,0.6543683898611565,Present
Poor,Bus,No,Evening,Easy,0.36145077457513897,0.4186990209724665,0.2639961406131349,0.6801695050064751,0.34724598855276934,0.0012838118893518718,Present
Poor,Walking,Yes,Afternoon,Hard,0.6957876191529992,0.307411009610885,0.3000180002589398,0.7216919199178115,0.312383834990184,0.012384073661127159,Absent
Fair,Car,Yes,Morning,Easy,0.3354582445637086,0.25731734232186576,0.41026779811809033,0.5639473680408738,0.265717083681438,0.01850590831855197,Absent
Poor,Walking,No,Morning,Medium,0.5855765345892076,0.38429751715552923,0.3893538839370878,0.7429732034991491,0.11321982104797419,0.11490680164303861,Present
Poor,Car,No,Morning,Medium,0.7338042281672853,0.3586576229363559,0.4087937904750985,0.8776914559132845,0.11258885323749221,0.34280529791319864,Present
Fair,Bicycle,No,Morning,Hard,0.266767286031027,0.2518419228448632,0.35306360421589156,0.666776355606826,0.2295057654132636,0.08950253924763354,Absent
Poor,Bicycle,No,Evening,Medium,0.7274450894687855,0.48425138964550046,0.3519575066850209,0.8419694583857797,0.43986158400206815,0.4431955891517975,Absent
Fair,Walking,No,Evening,Hard,0.30389434769256185,0.4509689231224656,0.35698822564141713,0.6829973028495767,0.11132022237621991,0.17230347508365434,Absent
Poor,Bicycle,No,Evening,Hard,0.7338323225712208,0.4687426755126505,0.3863894013555823,0.8895373964441831,0.09648302559738496,0.10074100745881194,Present
Good,Bus,No,Morning,Medium,0.1946998598199105,0.4683324511516092,0.24595647703809398,0.39846843922634906,0.016973360955889763,0.5419432820207081,Present
Poor,Walking,Yes,Evening,Medium,0.5365625754174017,0.34128847293798525,0.34612523301449527,0.8343192028369797,0.07349263624167413,0.4656100611588796,Absent
Fair,Bicycle,Yes,Afternoon,Medium,0.5890303302247785,0.39484577913923485,0.36223449016421166,0.2693294660006771,0.20768820014116307,0.2782905905839463,Absent
Fair,Car,No,Morning,Easy,0.6886842588738786,0.36192365961381956,0.29971600000321014,0.6667724152256418,0.7374713921150489,0.18565377841813188,Absent
Poor,Bus,Yes,Afternoon,Easy,0.6106085367168753,0.48789639730706513,0.32051532532737964,0.7867206936412482,0.20071102050072787,0.6883175745579175,Absent
Good,Bicycle,Yes,Morning,Easy,0.7754496586044631,0.36559019717376673,0.36436192251976446,0.8483617680796758,0.24354072710171354,0.14674079133353635,Present
Poor,Car,Yes,Afternoon,Easy,0.03249510116852848,0.4158756050937543,0.2932594551232905,0.6748225073504992,0.15399407694595385,0.2221712725818148,Absent
Poor,Car,Yes,Evening,Hard,0.6132085062103195,0.37709189690782907,0.3176059940460669,0.3035536767287624,0.057408495108787434,0.7289713265380071,Absent
Good,Bicycle,No,Evening,Easy,0.3417393089204338,0.36420095655866647,0.3160813516196053,0.7249620145858703,0.19049380380136413,0.8054467938501276,Present
Poor,Car,No,Afternoon,Easy,0.7934216218525126,0.38045273564140264,0.36566331253982715,0.8222947889618207,0.31897829179647513,0.03383719984051228,Present
Poor,Car,Yes,Morning,Medium,0.825098080631732,0.31288069699923693,0.38956303408159165,0.25086098523076955,0.38197567484085454,0.2772432555429266,Absent
Fair,Car,Yes,Morning,Hard,0.8954203354488582,0.5336657357758984,0.3221761311938421,0.7991043986599371,0.6100996430393639,0.10919676564742233,Absent
Good,Bus,No,Evening,Medium,0.297136091965477,0.5744583870075248,0.31502424812262614,0.34112210340321447,0.2142174914104251,0.589047967251428,Absent
Good,Bicycle,No,Morning,Easy,0.8710014681686228,0.39225057001070124,0.31099815768553235,0.9920917389030559,0.055649246951501155,0.09491883718401112,Present
Poor,Bus,No,Evening,Medium,0.19214355062078545,0.33637762873480703,0.3268553066550071,0.6586817931005676,0.49679299005828065,0.05316318286864329,Absent
Good,Bus,Yes,Afternoon,Medium,0.22338086387353784,0.553914234581065,0.2629755679316782,0.5321172567534009,0.35629110945808945,0.1691633894670434,Absent
Fair,Car,No,Morning,Easy,0.5979609580429861,0.341420727655131,0.38607496059249646,0.6035137817291399,0.03859268394128639,0.27570691340345294,Present
Good,Bicycle,Yes,Evening,Easy,0.7671267490822326,0.32176460774980065,0.3604133583172095,0.9646903956961382,0.19238434629305487,0.38398962238734496,Present
Good,Bus,No,Morning,Medium,0.7136507293826193,0.5097220191606439,0.3197116503161414,0.6207818445258402,0.32745187726249286,0.3150176969225722,Present
Fair,Walking,No,Afternoon,Medium,0.12856316574956284,0.4111129375296512,0.3063177271174405,0.6238578445556024,0.6494289368374226,0.4736812630052324,Absent
Good,Bicycle,Yes,Afternoon,Medium,0.2856856637728248,0.4365759986092916,0.2937569458099974,0.8404832638138733,0.7543271490650231,0.26265451226881126,Present
Poor,Bus,No,Evening,Hard,0.2618972673741222,0.5650572963232848,0.36469117269295515,0.23023944317187714,0.23079169054209764,0.5630533431687699,Absent
Fair,Car,No,Evening,Medium,0.8026277972780792,0.46078403387350086,0.2326737356820568,0.672131106021374,0.3260659913565365,0.07424225572153945,Absent
Fair,Bus,No,Afternoon,Hard,0.5299365220955011,0.31092511364477365,0.28088378638616124,0.2640414541754154,0.08975954467865836,0.2851015617041519,Absent
Good,Walking,Yes,Morning,Easy,0.660042456914342,0.5089904959090831,0.29737358533916775,0.9685844587779516,0.17634808483536699,0.016201467527459757,Present
Poor,Bus,No,Evening,Medium,0.3118255399067114,0.5867462004161351,0.28780730612875505,0.6757233047738942,0.41670030608601927,0.5791704413045611,Absent
Poor,Car,No,Evening,Hard,0.7217774266877539,0.36136775245528246,0.3659584333177719,0.7123400729383423,0.001556130332145091,0.06963584077261611,Present
Poor,Walking,No,Afternoon,Medium,0.3715382071374626,0.4822350470895754,0.4176597401032793,0.9045790073549994,0.22069586430882002,0.2390890305817602,Present
Fair,Car,Yes,Morning,Hard,0.45011915532539176,0.510133016488955,0.27410361959816304,0.6679070014947098,0.24882986681102665,0.10817913875893284,Present
Fair,Bicycle,No,Morning,Easy,0.8953592396395529,0.3827154325185889,0.3395562116918196,0.2469032410878421,0.16338066827939274,0.12950485754954866,Absent
Poor,Walking,No,Morning,Easy,0.5188361473150077,0.32339547975996,0.3688114252362053,0.9016683908876426,0.8884255581852728,0.17413245094145116,Absent
Fair,Bicycle,No,Morning,Hard,0.3002904543983381,0.41800710376959815,0.34181118231321167,0.5347434827380874,0.42552601301387916,0.1877564322037392,Absent
Fair,Walking,No,Morning,Hard,0.07449072886851921,0.5309444101402648,0.30479356631741683,0.6359878894130803,0.450201276806345,0.5492617016529849,Absent
Poor,Bicycle,No,Afternoon,Medium,0.427999159436488,0.4306450862963341,0.36497321234478514,0.5568584186514468,0.774501910419999,0.27609703817238235,Absent
Good,Bus,No,Morning,Medium,0.6189627545421403,0.3630681229841811,0.35352549236892783,0.7348086185910863,0.33098283435032183,0.3798204598163744,Present
Poor,Walking,Yes,Evening,Hard,0.39774797501111736,0.3976949443914534,0.31584240575600625,0.44876784026599803,0.039987229564744535,0.004003779978233466,Absent
Good,Car,Yes,Afternoon,Medium,0.9126439597248843,0.356770482089267,0.2888917196655297,0.6757720364096232,0.385761423995832,0.28745656656618723,Present
Fair,Bicycle,No,Afternoon,Medium,0.7384513797674078,0.4365394241925141,0.2898444583023343,0.6806107267013141,0.40696832377839076,0.28676791307357374,Present
Fair,Car,No,Evening,Medium,0.246944662762971,0.3834919434996954,0.2845159780343762,0.8242974193683819,0.4287992756522213,0.37312388768689225,Absent
Fair,Walking,No,Evening,Easy,0.037914992537391265,0.3116131104859271,0.3421737538568385,0.8840426910472899,0.303458970639825,0.09478282375766607,Absent
Poor,Walking,No,Evening,Medium,0.27613856387136826,0.3185131851090656,0.3537629302358656,0.9118395299111195,0.2219209480517473,0.36138583562034726,Absent
Fair,Bus,Yes,Evening,Easy,0.701654656499182,0.4108014120979501,0.3167822083398267,0.9641634881926656,0.6163290221756108,0.2924722005831445,Present
Fair,Car,No,Afternoon,Medium,0.5384560078685088,0.333056308636651,0.3303863946587842,0.8481420998540343,0.2881039784211308,0.561060814373375,Absent
Poor,Bicycle,No,Morning,Medium,0.0736190573418908,0.41396536895653513,0.29716879646001476,0.897546020346525,0.1227494417475718,0.1655050939402054,Present
Fair,Bus,Yes,Evening,Medium,0.09659549568169373,0.3185989330708444,0.35870209654420154,0.7848474299755281,0.7025752668614578,0.2346366973745132,Present
Poor,Walking,Yes,Morning,Easy,0.2760926416523228,0.4033524702388588,0.3197822136677176,0.9525955869842476,0.5204986241383517,0.33787932490854417,Present
Poor,Walking,Yes,Evening,Medium,0.7026591506226706,0.33315450891468223,0.26051099284036655,0.5014972976621648,0.35488761696904425,0.27213060742568124,Absent
Poor,Bus,Yes,Afternoon,Hard,0.9450074652095333,0.6779963624223556,0.2842261485454854,0.8990763596891859,0.2493817886902968,0.005122237458553291,Present
Good,Walking,No,Morning,Easy,0.8886682353679262,0.42847545933855685,0.3466615267495011,0.6408375828798598,0.6422339317096333,0.39275486198376874,Absent
Fair,Walking,No,Evening,Medium,0.7668912420277479,0.3711424882845899,0.39977170410995927,0.3012600869814724,0.12442176495621249,0.6624766107636806,Absent
Poor,Bicycle,Yes,Morning,Hard,0.38076432589867043,0.5424627732077244,0.3050506372010444,0.5693517882863904,0.3109729759702221,0.7996101163916965,Absent
Fair,Bus,No,Morning,Hard,0.752567351750663,0.32396363587838695,0.4226020022406835,0.8237035919447953,0.24150199279230036,0.35288123428959023,Present
Fair,Car,Yes,Evening,Easy,0.11636756017656999,0.26878367988044827,0.3119185945313727,0.7427790532021742,0.28823107702856154,0.15236373468869438,Present
Fair,Walking,Yes,Evening,Easy,0.5053375146140042,0.22983341417125838,0.2934372715593522,0.981657011445054,0.6551805050227579,0.693029656477291,Absent
Good,Car,No,Morning,Hard,0.6679235875375754,0.39114557854169874,0.3356985334063886,0.8025010990300089,0.26845572506979637,0.0946497368594858,Present
Fair,Bicycle,No,Morning,Medium,0.274635767213863,0.2641825078522406,0.3662245530190864,0.07079659635249304,0.030030103275924026,0.2787497458111072,Absent
Good,Bicycle,No,Afternoon,Medium,0.5245766321318893,0.3734439487481459,0.2742733842495969,0.5254941531515125,0.04528773790911683,0.3762858276029639,Present
Good,Walking,Yes,Evening,Medium,0.5952891973150641,0.31012001897561625,0.3122896805745606,0.13658680054610528,0.4882828455907911,0.2685738945648173,Absent
Poor,Bicycle,No,Morning,Hard,0.19093624532622988,0.38380451830586726,0.3842611131830816,0.8877747355143065,0.5577485861852698,0.3876541831224439,Absent
Good,Bus,No,Evening,Hard,0.5523794015130404,0.33195059522359527,0.33008974364390536,0.9697549279781345,0.2207562838835757,0.13065301078337008,Present
Fair,Car,No,Morning,Easy,0.1967599820643906,0.5156833781036989,0.4258629574213062,0.5885132326966841,0.5135510286101721,0.32596976317968124,Absent
Poor,Walking,No,Evening,Medium,0.6460135524451954,0.334546642900169,0.46609560739532463,0.8784382166119592,0.0935156586765573,0.5331453421544313,Present
Fair,Bus,No,Morning,Easy,0.6789275475852804,0.3766275942148275,0.365736586375885,0.449045262473877,0.1409625805931442,0.7747305190378239,Absent
Poor,Walking,Yes,Afternoon,Easy,0.6193538883875132,0.2773820642187317,0.28961747211266176,0.4068053383740264,0.022449143319823672,0.07928390644185357,Present
Good,Bus,No,Evening,Hard,0.3856270744859181,0.45053371476473486,0.2543084749377573,0.5424667471368002,0.1583322905126963,0.296988023443353,Present
Fair,Bicycle,Yes,Morning,Easy,0.787514713383779,0.4537478704606429,0.30698466187128187,0.885504736784044,0.00587974525623199,0.6267010241511375,Present
Fair,Walking,Yes,Afternoon,Hard,0.44817028788010904,0.44608248654038657,0.3633774040184998,0.8187105665524747,0.10926969164866282,0.2791592561374959,Absent
Good,Bicycle,No,Afternoon,Medium,0.4106117936425945,0.3150279078522304,0.3138478815613497,0.4848944535255796,0.019440084998256967,0.35241005374079987,Present
Poor,Bicycle,No,Evening,Hard,0.270073341429379,0.21614813767279295,0.3860483511807189,0.31996447210586965,0.04359937511781263,0.8795002061922084,Absent
Poor,Bus,No,Afternoon,Easy,0.14603996911317732,0.3583561566751975,0.3022445386035825,0.7509518420712863,0.7301010036818991,0.39564452291389235,Absent
Good,Bus,Yes,Morning,Easy,0.34068563333023266,0.49280906109910816,0.36517460741125124,0.6369511642572742,0.42340799608308133,0.25431238095770736,Present
Good,Bus,Yes,Afternoon,Hard,0.9277067281548911,0.5227273822081263,0.41628468964073856,0.7336754759886193,0.3328548934100229,0.08250616349918001,Present
Poor,Walking,No,Morning,Hard,0.744969750499159,0.4132497143495646,0.317663778794278,0.509480407679183,0.2543208085014406,0.21187819054541987,Present
Good,Walking,Yes,Afternoon,Easy,0.5597109150518887,0.5469784258787496,0.29222505584330255,0.7373907300793283,0.1505354684785601,0.053889300281423705,Present
Fair,Walking,No,Afternoon,Medium,0.7300773231261837,0.40923767916399245,0.2872753268630973,0.880788018722357,0.09711065161241875,0.053467188691840146,Present
Good,Car,Yes,Afternoon,Hard,0.785977715416803,0.40244318401780343,0.3460465030962829,0.825245138354589,0.27194935553490907,0.00920404083257292,Present
Poor,Bus,No,Morning,Hard,0.5554915052092941,0.5018923240089899,0.3280427986515829,0.950440127601328,0.33049298674630334,0.2737498306669433,Present
Good,Bus,Yes,Afternoon,Medium,0.4303755421497313,0.44090649383340574,0.40634063317886326,0.6952099092876245,0.4261794561206897,0.38837329514403324,Present
Fair,Bus,No,Morning,Medium,0.7493944990244058,0.5212129204233487,0.29219979902716975,0.7215835743851472,0.21115062962907835,0.010620768418630397,Present
Good,Walking,Yes,Evening,Hard,0.5154695673210147,0.21003297191411188,0.4182456902775386,0.8926268207777299,0.09442993012991314,0.16735645706222657,Present
Good,Bicycle,No,Morning,Hard,0.4223524235004142,0.36945552975583185,0.3120520807410293,0.9501717164641608,0.28000855110551376,0.2444166529201345,Present
Good,Bus,No,Evening,Easy,0.9114536309045255,0.6560502959355684,0.3071390730340402,0.8628350588145641,0.2797043873966335,0.27817319488276243,Present
Good,Walking,Yes,Evening,Medium,0.8309016647323578,0.2587274241099444,0.36537959109873097,0.157227663256216,0.47127115067536895,0.32768979996677056,Present
Good,Bicycle,No,Morning,Hard,0.16660323936519864,0.31625942746845087,0.33775776714326783,0.8676903038073882,0.48472348779763724,0.007108253516066706,Present
Fair,Car,Yes,Evening,Medium,0.09873392337642493,0.4125886530576658,0.31111175562387616,0.22519564502078948,0.41335131718420787,0.21757102235357356,Absent
Fair,Car,Yes,Morning,Easy,0.24203802219467183,0.5346099794514259,0.27357046634514826,0.6749107370648875,0.3609107312172287,0.4353366965467247,Absent
Poor,Bicycle,No,Afternoon,Easy,0.4163867718762654,0.43814256175343425,0.30498694917066627,0.9494198202268931,0.036627336872160125,0.07657261138410695,Present
Poor,Bicycle,No,Afternoon,Hard,0.5240556149380021,0.4064505972862572,0.36045677595267567,0.7711283434898297,0.4459678227063755,0.013615196104358861,Absent
Poor,Bicycle,No,Morning,Easy,0.41518297079752403,0.5500274609000988,0.24369946906666168,0.6009832168354456,0.17553980875327455,0.3429582590026129,Absent
Good,Walking,Yes,Morning,Hard,0.22472079784559995,0.33683484754863563,0.363113149107981,0.8740063643740382,0.43102286355632713,0.32663132769188297,Absent
Fair,Bus,Yes,Afternoon,Medium,0.27980948616120777,0.5992036635959309,0.3599498170842132,0.8009015615405242,0.48906921320667485,0.32178257728748966,Absent
Fair,Car,No,Afternoon,Easy,0.5775148732190558,0.2435377872664196,0.30984670659816393,0.4203298727264168,0.5420034035840319,0.27763588378293064,Absent
Good,Car,No,Morning,Medium,0.5321154851804462,0.43824333156925355,0.2751194508862137,0.5979767271925612,0.296095775288419,0.32457945068166255,Present
Fair,Bus,Yes,Morning,Medium,0.10802150170193955,0.299213208677787,0.32846067487932923,0.5119412774566009,0.49446974606404026,0.1473060061018475,Absent
Poor,Walking,No,Afternoon,Easy,0.7521756367830104,0.3391506096268798,0.22235432421212423,0.7018992639808321,0.13927763421892797,0.07656194413460403,Absent
Fair,Walking,Yes,Morning,Medium,0.3793031292027326,0.4230610848766215,0.323629656380502,0.4195429734129873,0.5183781541137804,0.44275835007628533,Absent
Good,Bus,Yes,Evening,Easy,0.8383419756494336,0.18760071818743645,0.4033925222498655,0.8555530927750873,0.06679046129119974,0.11541915614376135,Present
Good,Bus,Yes,Afternoon,Easy,0.5741596939979156,0.49693693024080543,0.39431910684977667,0.9365905335041546,0.046885221156752005,0.030244628198569976,Present
Good,Bus,No,Evening,Hard,0.4183531268815649,0.41035381539491755,0.2888572049240784,0.48573332968853156,0.36799493289232577,0.4583455867636367,Present
Fair,Car,No,Evening,Hard,0.12996801825264956,0.33777297771060044,0.32490066727031613,0.8066825134301461,0.4570028272206044,0.11371210229123217,Absent
Good,Walking,Yes,Afternoon,Easy,0.44017319362961427,0.4901728697140274,0.3694102070398594,0.6679302971256703,0.14000125578183187,0.3620314348705135,Present
Good,Walking,No,Morning,Hard,0.4282521278854373,0.5416411791700293,0.429181682621801,0.8305092762366758,0.18326872330414523,0.21488787370273643,Present
Poor,Bus,No,Morning,Medium,0.38312627275068734,0.45817817706283626,0.4139873691110765,0.7311829737311674,0.6473019039106033,0.6981975019840619,Absent
Poor,Bicycle,Yes,Morning,Hard,0.7031615523967879,0.485440200112072,0.34623291177512594,0.686100409860233,0.11510573996594244,0.18355468398508576,Present
Good,Car,No,Afternoon,Easy,0.884773299773861,0.2500818798042302,0.4271764440561099,0.9228448653812291,0.07175396904188289,0.0215182320732175,Present
Poor,Bicycle,No,Morning,Easy,0.24612220343403501,0.6492183998600687,0.3021610613578317,0.5115383765796508,0.16490649433403767,0.02776253965017789,Present
Poor,Bicycle,No,Afternoon,Hard,0.4289902379744926,0.4109571580077858,0.3698987627290953,0.15507781280999045,0.44708132397313194,0.26404168354104135,Absent
Good,Bus,Yes,Morning,Medium,0.5026023225913744,0.33667272952897276,0.35922620259187177,0.7034994317075056,0.9467326078682027,0.3730396628918305,Absent
Fair,Walking,Yes,Evening,Easy,0.663530500846304,0.4084094388250197,0.3450703534890559,0.8455247678437142,0.782366527497582,0.4821587131843368,Absent
Poor,Walking,No,Afternoon,Medium,0.319141754445241,0.47320809514330225,0.32720739086735945,0.40745653075821053,0.30703841204123794,0.1279004491184789,Absent
Good,Walking,No,Evening,Medium,0.39859685793259647,0.3089675658071716,0.35139813132763176,0.9258289918189461,0.7036781142602091,0.08298423917604453,Present
Fair,Walking,No,Morning,Hard,0.22422093985439082,0.5163376055163551,0.35711015034545246,0.4313480837215174,0.8532205921283934,0.7783290022468816,Absent
Good,Car,Yes,Morning,Hard,0.7486925883123302,0.3271040749966838,0.394279111718084,0.895330614878986,0.3400281372689935,0.02183528873428874,Present
Fair,Walking,No,Morning,Medium,0.9874782902392814,0.4144326471726037,0.3176329806487422,0.9913876668502248,0.04452779882842272,0.6517824445555667,Absent
Fair,Car,No,Evening,Easy,0.48097680344280475,0.20584321993797788,0.33270258314230006,0.672925867918407,0.28000916696609707,0.5200457646544119,Absent
Good,Bicycle,Yes,Afternoon,Medium,0.6293295674084863,0.3392738585913916,0.30748990541670784,0.9543665747020718,0.19421655956096112,0.17058659517574046,Present
Fair,Bus,Yes,Morning,Medium,0.5676605392097979,0.5127350089355486,0.2595540448654738,0.7732787982566464,0.2582120053068547,0.09079935340019515,Absent
Fair,Car,Yes,Evening,Medium,0.6598661582665493,0.25971338427921453,0.34321451050766255,0.517154288391161,0.5539432431172591,0.25679266040767723,Absent
Fair,Car,No,Morning,Hard,0.20440168376150453,0.31389503278344244,0.2723457834130109,0.8135010024220661,0.33861902550152606,0.41344996499213804,Absent
Good,Bus,Yes,Afternoon,Medium,0.4573382956382508,0.5191090683146192,0.3745931511080375,0.6130519015126927,0.15777826158877645,0.1277300270960043,Absent
Good,Bus,Yes,Evening,Easy,0.7956633809041614,0.507254179957276,0.3466359664792594,0.3772516180168866,0.5177558344230728,0.08085953425037341,Present
Poor,Bus,No,Morning,Easy,0.18809080710916357,0.24205637012824013,0.3305931339590392,0.3856727998597431,0.5503783137938352,0.30777095941796984,Absent
Poor,Car,Yes,Morning,Medium,0.339402683906699,0.4702659998499306,0.327937017367497,0.7976804250828105,0.4756246469947246,0.04930171992958175,Absent
Fair,Walking,No,Afternoon,Easy,0.4080358473150913,0.21703181847919173,0.3252329454401659,0.829387771112185,0.38235884963605654,0.5308875934892053,Absent
Poor,Bicycle,Yes,Morning,Hard,0.8291351708219946,0.3245133803428079,0.31462142914421004,0.6490101150872467,0.6084159958215348,0.3712738969746604,Absent
Good,Walking,No,Morning,Easy,0.6859370527170113,0.2522387593080555,0.39831947059272194,0.6435161065641803,0.21113986215945693,0.04033054300153211,Present
Poor,Walking,No,Morning,Hard,0.15036219921769423,0.4052526368215317,0.3438776256746766,0.9335745465046377,0.7064573051143741,0.3816751014663787,Absent
Good,Bus,Yes,Evening,Hard,0.45615433625508806,0.4301960900171765,0.3262827335120738,0.40449549490955183,0.009207885176966513,0.03087039311624284,Present
Good,Walking,No,Afternoon,Easy,0.5324291210296724,0.37784003056149607,0.2969487472686253,0.8427105847387598,0.34266766236495727,0.022226105222667318,Present
Poor,Bus,No,Evening,Hard,0.5010070033579188,0.3689609008622435,0.33690392042087736,0.3835929353773475,0.10613259493621853,0.024553044903368546,Absent
Poor,Bus,Yes,Evening,Hard,0.5559654631745656,0.4809264698241986,0.2382115621911455,0.6552904791334546,0.00467269256644028,0.30648687007807773,Absent
Fair,Bus,No,Afternoon,Easy,0.3161666867915221,0.4320216577948829,0.39217345641729817,0.2184464974591926,0.6579883047241141,0.12818746833422295,Absent
Poor,Bicycle,Yes,Evening,Easy,0.6398167644371001,0.3632215473428945,0.3787911668644282,0.5265393908835166,0.24605719955305658,0.7746052094456666,Absent
Poor,Car,No,Morning,Medium,0.8182621049621932,0.369093376326174,0.3111306741268895,0.7913739926415605,0.2995874855856867,0.4507420149551468,Absent
Good,Bicycle,No,Morning,Easy,0.5472662122469637,0.46159670060468383,0.41651609074285845,0.9352637972762888,0.6581124235046703,0.36469928516887795,Present
Fair,Walking,No,Morning,Medium,0.6899107969834888,0.4504270748038384,0.32079565664920406,0.8739373831402659,0.4791634324723295,0.16488794743987678,Absent
Poor,Car,No,Evening,Easy,0.1694401789642385,0.24914440317871436,0.28316023825203085,0.6500295843660976,0.768151264495308,0.25638271267470947,Absent
Good,Bicycle,No,Morning,Medium,0.363886604714556,0.4819739717258095,0.395711328785179,0.9388067002851485,0.5523804112276633,0.09906096633001861,Present
Poor,Bus,No,Morning,Easy,0.31634265436667686,0.31741672267619525,0.4327096920628035,0.9847876595703104,0.7506046075081125,0.032101285825245726,Present
Poor,Walking,Yes,Evening,Hard,0.35123583755818993,0.3564235503029381,0.27251462635512974,0.4607371416545755,0.742314699183759,0.05716704280707148,Absent
Poor,Bicycle,Yes,Morning,Hard,0.18471141606823938,0.4537412002820381,0.32411725341989184,0.6065847082539879,0.1741243850384614,0.390422530915095,Absent
Good,Car,Yes,Evening,Hard,0.6254209541002089,0.25612798989431307,0.2643515735026364,0.8422249367491506,0.03532240697157064,0.14754599976212424,Present
Poor,Bus,No,Morning,Easy,0.5996258752457424,0.3774737357508647,0.34969876129322014,0.9443647955412349,0.06492323220868142,0.49946881019253975,Absent
Fair,Bicycle,No,Morning,Hard,0.3854339123840556,0.3405789127618334,0.39248552100921597,0.17630640626480176,0.010749399706706724,0.29979229068588825,Absent
Good,Car,Yes,Morning,Hard,0.27109136805295203,0.4898359568346986,0.29201634911237234,0.6349997005506776,0.6554531790340572,0.436495901351317,Present
Poor,Walking,Yes,Afternoon,Medium,0.4347593048395902,0.3081980938361035,0.29124775184918805,0.3329155765209942,0.017891447414559766,0.1954348766638507,Present
Poor,Walking,No,Evening,Medium,0.2538278928606392,0.4240876757200408,0.3674872737719174,0.18861183149086194,0.0012594549216859588,0.4738948222707138,Absent
Poor,Walking,Yes,Evening,Easy,0.8215960245260799,0.47690316554422757,0.3463497256635049,0.9250592639255422,0.45099921886312333,0.013566229782040725,Present
Poor,Walking,No,Morning,Easy,0.573462934162748,0.3279029891530104,0.400972784039892,0.6700319034702161,0.3538874204093092,0.12769006264767402,Absent
Poor,Car,No,Evening,Hard,0.5089246024187496,0.47224469852209794,0.35987688529473644,0.3540607376125375,0.05815087791627362,0.18449038448834762,Absent
Poor,Walking,Yes,Evening,Medium,0.4054825359591554,0.3523448576780759,0.2654528890253388,0.6861502206153954,0.574917739804566,0.581956533107331,Absent
Good,Walking,No,Evening,Easy,0.749416027304169,0.46423012350111764,0.33075138751435484,0.5696172225075918,0.29698337637076905,0.24415452172841154,Present
Good,Bus,Yes,Afternoon,Medium,0.3479419341574724,0.2456549056814253,0.39821631220854337,0.8811406388719568,0.11976355079351726,0.49616038143129654,Absent
Good,Bicycle,No,Evening,Easy,0.6635553123749405,0.4249450945930072,0.4324354128849426,0.16651509635467956,0.8884580336611182,0.1419216649852072,Present
Poor,Bus,Yes,Afternoon,Easy,0.519739390922109,0.33950932360718256,0.36494765358587106,0.29859280212327083,0.5659824260696923,0.17619195119552314,Absent
Poor,Bus,No,Morning,Medium,0.171891856142796,0.6064220134852412,0.2596353278253799,0.8355309090372189,0.17128074850807998,0.004613622121176566,Absent
Good,Bicycle,Yes,Afternoon,Easy,0.627980350417233,0.389390936465858,0.2395366142705871,0.7872028316294034,0.6269427222322431,0.12480911853064791,Present
Fair,Walking,Yes,Evening,Easy,0.9588698733155286,0.32269702903972974,0.2861651457190354,0.8765857467391919,0.104162028744348,0.10517277344315336,Present
Poor,Bus,No,Morning,Easy,0.7104548871488048,0.36063884179669903,0.3091108493743191,0.7489430466582138,0.37586526742016396,0.149994432044893,Absent
Good,Walking,No,Morning,Hard,0.33453540598727116,0.6202013924659616,0.3530398621807984,0.6321279436840521,0.38870862709618936,0.12375438123417032,Present
Good,Bus,Yes,Morning,Medium,0.07955404317631301,0.3988484911923355,0.30705615774875017,0.5493516179882535,0.816085091741496,0.037514910186450305,Present
Fair,Car,No,Morning,Hard,0.5356320783217974,0.3904888352299234,0.31455199927010463,0.8558066604443917,0.42875570683637193,0.2784050802164454,Present
Good,Walking,No,Afternoon,Easy,0.11724717301450316,0.2507537729994007,0.3599725343160852,0.8503904331345836,0.18480642437923767,0.5474916274355708,Absent
Fair,Bus,No,Morning,Easy,0.8713098521431718,0.5167120788003298,0.4360815653665102,0.39224621421929434,0.5095425846986277,0.42693397240752706,Absent
Good,Walking,Yes,Evening,Hard,0.6044439633652052,0.4809112790731379,0.2869717298093057,0.8410941298843052,0.4640830237414517,0.55766931812368,Present
